factura,fecha,fecha de entrega,productCode,producto,categoria,precio compra,precio,cantidad,status,customerNumber,cliente,ciudad,pais,employeeNumber,vendedor
10165,2003-10-22,2003-12-26,S24_1444,1970 Dodge Coronet,Classic Cars,32.37,46.82,25,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,61.34,117.57,32,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,31.12,27,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,106.45,24,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,50.86,48,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,26.72,55.3,44,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,106.49,48,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10165,2003-10-22,2003-12-26,S50_1514,1962 City of Detroit Streetcar,Trains,37.49,49.21,38,Shipped,148,"Dragon Souveniers, Ltd.",Singapore,Singapore,1621,Mami Nishi
10166,2003-10-21,2003-10-27,S18_3140,1903 Ford Model A,Vintage Cars,68.3,136.59,43,Shipped,462,FunGiftIdeas.com,New Bedford,USA,1216,Steve Patterson
10166,2003-10-21,2003-10-27,S18_4522,1904 Buick Runabout,Vintage Cars,52.66,72.85,26,Shipped,462,FunGiftIdeas.com,New Bedford,USA,1216,Steve Patterson
10166,2003-10-21,2003-10-27,S700_1938,The Mayflower,Ships,43.3,76.22,29,Shipped,462,FunGiftIdeas.com,New Bedford,USA,1216,Steve Patterson
10167,2003-10-23,NULL,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,123.76,44,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,141.92,43,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,69.68,46,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,84.7,34,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S24_2011,18th century schooner,Ships,82.34,110.6,33,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,54.81,21,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,77.0,20,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,64.44,32,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,73.8,29,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S700_1138,The Schooner Bluenose,Ships,34.0,66.0,43,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S700_2047,HMS Bounty,Ships,39.83,87.8,29,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S700_2610,The USS Constitution Ship,Ships,33.97,62.16,46,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S700_3505,The Titanic,Ships,51.09,85.14,24,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S700_3962,The Queen Mary,Ships,53.63,83.42,28,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S72_1253,Boeing X-32A JSF,Planes,32.77,42.71,40,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10167,2003-10-23,NULL,S72_3212,Pont Yacht,Ships,33.3,43.68,38,Cancelled,448,Scandinavian Gift Ideas,Bräcke,Sweden,1504,Barry Jones
10168,2003-10-28,2003-11-01,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,48.81,94.74,36,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,68.99,97.53,27,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,91.02,160.74,20,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S18_2581,P-51-D Mustang,Planes,49.0,75.19,21,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,24.23,49.06,46,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S24_1578,1997 BMW R 1100 S,Motorcycles,60.86,103.68,50,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,93.01,49,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,37.32,72.36,29,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,57.32,27,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,68.1,48,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,89.9,28,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,57.78,31,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,39.71,48,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S700_1691,American Airlines: B767-300,Planes,51.15,91.34,28,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S700_2466,America West Airlines B757-200,Planes,68.8,87.75,31,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S700_2834,ATA: B757-300,Planes,59.33,94.92,36,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,72.0,48,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10168,2003-10-28,2003-11-01,S700_4002,American Airlines: MD-11S,Planes,36.27,67.37,39,Shipped,161,Technics Stores Inc.,Burlingame,USA,1165,Leslie Jennings
10169,2003-11-04,2003-11-09,S12_1099,1968 Ford Mustang,Classic Cars,95.34,163.44,30,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S12_2823,2002 Suzuki XREO,Motorcycles,66.27,126.52,35,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,31.92,71.82,36,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S18_3278,1969 Dodge Super Bee,Classic Cars,49.05,65.13,32,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S18_3482,1976 Ford Gran Torino,Classic Cars,73.49,136.7,36,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S18_3782,1957 Vespa GS150,Motorcycles,32.95,52.84,38,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S18_4721,1957 Corvette Convertible,Classic Cars,69.93,120.53,33,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S24_2360,1982 Ducati 900 Monster,Motorcycles,47.1,66.49,38,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S24_3371,1971 Alpine Renault 1600s,Classic Cars,38.58,53.27,34,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S24_4620,1961 Chevrolet Impala,Classic Cars,32.33,77.61,24,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S32_2206,1982 Ducati 996 R,Motorcycles,24.14,37.01,26,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,56.13,83.68,34,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10169,2003-11-04,2003-11-09,S50_4713,2002 Yamaha YZR M1,Motorcycles,34.17,75.66,48,Shipped,276,"Anna's Decorations, Ltd",North Sydney,Australia,1611,Andy Fixter
10170,2003-11-04,2003-11-07,S12_3380,1968 Dodge Charger,Classic Cars,75.16,116.27,47,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10170,2003-11-04,2003-11-07,S12_4675,1969 Dodge Charger,Classic Cars,58.73,93.28,41,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10170,2003-11-04,2003-11-07,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,53.9,70.07,20,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10170,2003-11-04,2003-11-07,S24_3856,1956 Porsche 356A Coupe,Classic Cars,98.3,130.6,34,Shipped,452,Mini Auto Werke,Graz,Austria,1401,Pamela Castillo
10171,2003-11-05,2003-11-07,S18_1129,1993 Mazda RX-7,Classic Cars,83.51,134.46,35,Shipped,233,Québec Home Shopping Network,Montréal,Canada,1286,Foon Yue Tseng
10171,2003-11-05,2003-11-07,S18_1984,1995 Honda Civic,Classic Cars,93.89,128.03,35,Shipped,233,Québec Home Shopping Network,Montréal,Canada,1286,Foon Yue Tseng
10171,2003-11-05,2003-11-07,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,165.95,39,Shipped,233,Québec Home Shopping Network,Montréal,Canada,1286,Foon Yue Tseng
10171,2003-11-05,2003-11-07,S24_2972,1982 Lamborghini Diablo,Classic Cars,16.24,34.74,36,Shipped,233,Québec Home Shopping Network,Montréal,Canada,1286,Foon Yue Tseng
10172,2003-11-05,2003-11-11,S18_1589,1965 Aston Martin DB5,Classic Cars,65.96,109.51,42,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,56.76,117.48,39,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,62.16,139.87,48,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,49.24,61.0,32,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,29.18,43.27,34,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S24_2766,1949 Jaguar XK 120,Classic Cars,47.25,79.97,22,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,50.51,77.91,24,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10172,2003-11-05,2003-11-11,S24_3432,2002 Chevy Corvette,Classic Cars,62.11,87.81,22,Shipped,175,Gift Depot Inc.,Bridgewater,USA,1323,George Vanauf
10173,2003-11-05,2003-11-09,S18_1342,1937 Lincoln Berline,Vintage Cars,60.62,101.71,43,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,24.26,51.75,48,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_1749,1917 Grand Touring Sedan,Vintage Cars,86.7,168.3,24,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_2248,1911 Ford Town Car,Vintage Cars,33.3,55.09,26,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,58.48,127.13,31,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,72.56,140.06,22,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_2957,1934 Ford V8 Coupe,Vintage Cars,34.35,56.84,28,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,60.74,86.92,31,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_3320,1917 Maxwell Touring Car,Vintage Cars,57.54,90.28,29,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,43.26,77.31,21,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S18_4933,1957 Ford Thunderbird,Classic Cars,34.21,58.44,39,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,22.57,29.87,31,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,20.61,39.42,27,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S24_2887,1952 Citroen-15CV,Classic Cars,72.82,98.65,23,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,21.75,35.7,35,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10173,2003-11-05,2003-11-09,S24_4258,1936 Chrysler Airflow,Vintage Cars,57.46,93.49,22,Shipped,278,Rovelli Gifts,Bergamo,Italy,1401,Pamela Castillo
10174,2003-11-06,2003-11-10,S10_1949,1952 Alpine Renault 1300,Classic Cars,98.58,207.87,34,Shipped,333,"Australian Gift Network, Co",South Brisbane,Australia,1611,Andy Fixter
10174,2003-11-06,2003-11-10,S12_1666,1958 Setra Bus,Trucks and Buses,77.9,113.44,43,Shipped,333,"Australian Gift Network, Co",South Brisbane,Australia,1611,Andy Fixter
10174,2003-11-06,2003-11-10,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,58.33,108.5,48,Shipped,333,"Australian Gift Network, Co",South Brisbane,Australia,1611,Andy Fixter
10174,2003-11-06,2003-11-10,S18_2949,1913 Ford Model T Speedster,Vintage Cars,60.78,100.3,46,Shipped,333,"Australian Gift Network, Co",South Brisbane,Australia,1611,Andy Fixter
10174,2003-11-06,2003-11-10,S18_4668,1939 Cadillac Limousine,Vintage Cars,23.14,44.27,49,Shipped,333,"Australian Gift Network, Co",South Brisbane,Australia,1611,Andy Fixter
10175,2003-11-06,2003-11-09,S10_4962,1962 LanciaA Delta 16V,Classic Cars,103.42,119.67,33,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S12_4473,1957 Chevy Pickup,Trucks and Buses,55.7,109.02,26,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,74.86,101.87,48,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S18_2432,1926 Ford Fire Engine,Trucks and Buses,24.92,59.55,41,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,77.9,150.71,29,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S18_4600,1940s Ford truck,Trucks and Buses,84.76,102.92,47,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,61.34,121.4,28,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,15.91,32.18,37,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,53.93,89.57,22,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,25.98,50.86,50,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,33.61,56.24,29,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10175,2003-11-06,2003-11-09,S700_2824,1982 Camaro Z28,Classic Cars,46.53,80.92,42,Shipped,324,"Stylish Desk Decors, Co.",London,UK,1501,Larry Bott
10176,2003-11-06,2003-11-12,S12_1108,2001 Ferrari Enzo,Classic Cars,95.59,166.24,33,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S12_3148,1969 Corvair Monza,Classic Cars,89.14,145.04,47,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S12_3891,1969 Ford Falcon,Classic Cars,83.05,160.91,50,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,101.51,139.17,20,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S18_4027,1970 Triumph Spitfire,Classic Cars,91.92,140.75,36,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S24_1444,1970 Dodge Coronet,Classic Cars,32.37,55.49,27,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,69.78,101.72,29,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,26.72,62.14,22,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,68.29,109.96,23,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10176,2003-11-06,2003-11-12,S50_1514,1962 City of Detroit Streetcar,Trains,37.49,52.14,38,Shipped,386,L'ordine Souveniers,Reggio Emilia,Italy,1401,Pamela Castillo
10177,2003-11-07,2003-11-12,S18_3140,1903 Ford Model A,Vintage Cars,68.3,113.37,23,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S18_3259,Collectable Wooden Train,Trains,67.56,92.77,29,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S18_4522,1904 Buick Runabout,Vintage Cars,52.66,82.5,35,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S24_2011,18th century schooner,Ships,82.34,115.52,50,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46.91,79.66,45,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S700_1138,The Schooner Bluenose,Ships,34.0,58.67,24,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S700_1938,The Mayflower,Ships,43.3,77.95,31,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S700_2610,The USS Constitution Ship,Ships,33.97,64.33,32,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S700_3505,The Titanic,Ships,51.09,88.15,44,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S700_3962,The Queen Mary,Ships,53.63,83.42,24,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10177,2003-11-07,2003-11-12,S72_3212,Pont Yacht,Ships,33.3,52.96,40,Shipped,344,CAF Imports,Madrid,Spain,1702,Martin Gerard
10178,2003-11-08,2003-11-10,S10_4757,1972 Alfa Romeo GTA,Classic Cars,85.68,131.92,24,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S18_1662,1980s Black Hawk Helicopter,Planes,77.27,127.73,42,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S18_3029,1999 Yamaha Speed Boat,Ships,51.61,70.54,41,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,64.58,104.81,48,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S24_2841,1900s Vintage Bi-Plane,Planes,34.25,67.82,34,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S24_3420,1937 Horch 930V Limousine,Vintage Cars,26.3,65.75,27,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,48.64,68.77,21,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S24_3949,Corsair F4U ( Bird Cage),Planes,29.34,64.15,30,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S700_2047,HMS Bounty,Ships,39.83,86.9,34,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S700_2466,America West Airlines B757-200,Planes,68.8,91.74,22,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S700_4002,American Airlines: MD-11S,Planes,36.27,68.11,45,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10178,2003-11-08,2003-11-10,S72_1253,Boeing X-32A JSF,Planes,32.77,41.71,45,Shipped,242,Alpha Cognac,Toulouse,France,1370,Gerard Hernandez
10179,2003-11-11,2003-11-13,S18_2581,P-51-D Mustang,Planes,49.0,82.79,24,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S24_1785,1928 British Royal Navy Airplane,Planes,66.74,105.04,47,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S24_4278,1900s Vintage Tri-Plane,Planes,36.23,66.65,27,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S32_1374,1997 BMW F650 ST,Motorcycles,66.92,86.9,45,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,33.02,63.97,24,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27.06,43.2,34,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S700_1691,American Airlines: B767-300,Planes,51.15,75.81,23,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S700_2834,ATA: B757-300,Planes,59.33,98.48,25,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
10179,2003-11-11,2003-11-13,S700_3167,F/A 18 Hornet 1/72,Planes,54.4,80.0,39,Cancelled,496,Kelly's Gift Shop,Auckland,New Zealand,1612,Peter Marsh
